country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,brand_idsum,brand_idcount,brand_idmean,brand_packsum,brand_packcount,brand_packmean,brand_quantitysum,brand_quantitycount,brand_quantitymean,brand_valuesum,brand_valuecount,brand_valuemean,brand_pricesum,brand_pricecount,brand_pricemean,brand_pricesum,brand_pricecount,brand_pricemean,brand_designationsum,brand_designationcount,brand_designationmean,brand_usdsum,brand_usdcount,brand_usdmean,brand_calculatedsum,brand_calculatedcount,brand_calculatedmean,brand_calculatedsum,brand_calculatedcount,brand_calculatedmean
Namibia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Mozambique,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Zambia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Zambia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Zambia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Namibia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Uganda,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Mozambique,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Ethiopia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Namibia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Mozambique,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Namibia,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Kenya,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Pakistan,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Kenya,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Kenya,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Sierra Leone,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Botswana,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Namibia,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Kenya,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Pakistan,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Kenya,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Cameroon,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
Kenya,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2008,294930,41,7193.414634146341,802,41,19.5609756097561,80386,41,1960.6341463414635,2572533.42,41,62744.71756097561,1324.09,41,32.29487804878048,79.7,41,1.9439024390243904,38,41,0.926829268292683,4277.39,41,104.32658536585366,29272.08058440584,41,713.9531849855083,1653254.4530681726,41,40323.27934312616
South Africa,"BMS Meymac, France",S. BUYS WHOLESALER,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
Tanzania,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France","JSI R&T INSTITUTE, INC.",Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France",S. BUYS WHOLESALER,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France",S. BUYS WHOLESALER,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
Uganda,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France","JSI R&T INSTITUTE, INC.",Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
Uganda,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
Uganda,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France","JSI R&T INSTITUTE, INC.",Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
Tanzania,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France","JSI R&T INSTITUTE, INC.",Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France",S. BUYS WHOLESALER,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France",S. BUYS WHOLESALER,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
South Africa,"BMS Meymac, France",S. BUYS WHOLESALER,Didanosine EC,Videx EC,2008,57418,15,3827.866666666667,450,15,30.0,7374,15,491.6,174583.47999999998,15,11638.898666666666,334.35,15,22.290000000000003,11.16,15,0.744,8,15,0.5333333333333333,301.78,15,20.118666666666666,15494.34936242673,15,1032.956624161782,527090.3823993317,15,35139.35882662211
Haiti,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Botswana,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Lesotho,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Haiti,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Lesotho,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Zimbabwe,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Kazakhstan,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Haiti,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Haiti,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Botswana,"Orasure Technologies, Inc USA",Orasure Technologies Inc.,"HIV, OraQuick Controls Kit, 3 Vials",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
Botswana,"Pacific Biotech, Thailand",AHN (PTY) LTD (AKA UCB (S.A.),"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2008,73580,11,6689.090909090909,1003,11,91.18181818181819,231,11,21.0,79252.5,11,7204.772727272727,3865.25,11,351.3863636363636,43.58,11,3.9618181818181815,11,11,1.0,128.12,11,11.647272727272728,548.3834031162771,11,49.853036646934285,22593.659679869845,11,2053.9690618063496
