country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,vendor_idsum,vendor_idcount,vendor_idmean,vendor_packsum,vendor_packcount,vendor_packmean,vendor_quantitysum,vendor_quantitycount,vendor_quantitymean,vendor_valuesum,vendor_valuecount,vendor_valuemean,vendor_pricesum,vendor_pricecount,vendor_pricemean,vendor_pricesum,vendor_pricecount,vendor_pricemean,vendor_designationsum,vendor_designationcount,vendor_designationmean,vendor_usdsum,vendor_usdcount,vendor_usdmean,vendor_calculatedsum,vendor_calculatedcount,vendor_calculatedmean,vendor_calculatedsum,vendor_calculatedcount,vendor_calculatedmean
Mozambique,"Cipla, Goa, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Tanzania,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Ethiopia,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,"Aurobindo Unit III, India",SCMS from RDC,Stavudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Haiti,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,Mylan (formerly Matrix) Nashik,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Haiti,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Haiti,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,Hetero Unit III Hyderabad IN,SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zimbabwe,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Didanosine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Didanosine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Hetero Unit III Hyderabad IN,SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Didanosine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Ethiopia,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Uganda,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zimbabwe,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Mozambique,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Ethiopia,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zambia,Hetero Unit III Hyderabad IN,SCMS from RDC,Lamivudine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Stavudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Haiti,"Strides, Bangalore, India.",SCMS from RDC,Stavudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zambia,Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Côte d'Ivoire,ABBVIE Ludwigshafen Germany,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,"Aurobindo Unit III, India",SCMS from RDC,Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Nigeria,Mylan (formerly Matrix) Nashik,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Rwanda,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Tanzania,Mylan (formerly Matrix) Nashik,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
Tanzania,Mylan (formerly Matrix) Nashik,SCMS from RDC,Abacavir,Generic,2010,57620443,687,83872.55167394469,46120,687,67.13245997088792,12021054,687,17497.89519650655,95090484.6,687,138414.09694323145,5406.9800000000005,687,7.8704221251819515,109.2,687,0.1589519650655022,469,687,0.6826783114992722,202555.94,687,294.8412518195051,1332035.021513944,687,1938.9156062793945,60647424.31397007,687,88278.63801160126
